股票代號,股票名稱,日期,收盤價,漲跌幅(%),成交量（股）,成交金額（元）,MACD狀態,出量,站上60日均,5日均價,10日均價,20日均價,60日均價,5日均斜率(%),10日均斜率(%),20日均斜率(%)
00400A,主動國泰動能高息,2026-04-17,11.92,0.06,140058208,1677148993,,否,是,11.92,11.92,11.92,11.92,0.0,0.0,0.0
00401A,主動摩根台灣鑫收,2026-04-17,11.37,0.13,23293260,264547260,,否,是,11.37,11.37,11.37,11.37,0.0,0.0,0.0
0050,元大台灣50,2026-04-17,84.15,-0.85,101258031,8526065307,綠縮,否,是,84.15,84.15,84.15,84.15,0.0,0.0,0.0
0051,元大中型100,2026-04-17,121.3,0.85,85315,10344263,綠縮,否,是,121.3,121.3,121.3,121.3,0.0,0.0,0.0
0052,富邦科技,2026-04-17,50.05,-0.65,68736543,3444470438,綠縮,否,是,50.05,50.05,50.05,50.05,0.0,0.0,0.0
0053,元大電子,2026-04-17,191.85,-2.65,16889,3248669,綠縮,否,是,191.85,191.85,191.85,191.85,0.0,0.0,0.0
0055,元大MSCI金融,2026-04-17,33.43,-0.09,400682,13325669,綠縮,否,是,33.43,33.43,33.43,33.43,0.0,0.0,0.0
0056,元大高股息,2026-04-17,40.98,0.18,69525243,2853975373,綠縮,否,是,40.98,40.98,40.98,40.98,0.0,0.0,0.0
0057,富邦摩台,2026-04-17,249.7,-2.1,109282,27272842,綠縮,否,是,249.7,249.7,249.7,249.7,0.0,0.0,0.0
0061,元大寶滬深,2026-04-17,24.02,-0.11,517065,12451686,綠縮,否,是,24.02,24.02,24.02,24.02,0.0,0.0,0.0
006203,元大MSCI台灣,2026-04-17,153.7,-0.7,5252,806982,,否,是,153.7,153.7,153.7,153.7,0.0,0.0,0.0
006204,永豐臺灣加權,2026-04-17,187.0,0.4,64624,12082777,,否,是,187.0,187.0,187.0,187.0,0.0,0.0,0.0
006205,富邦上証,2026-04-17,40.09,-0.2,246483,9900160,綠縮,否,是,40.09,40.09,40.09,40.09,0.0,0.0,0.0
006206,元大上證50,2026-04-17,36.63,-0.4,45162,1657913,綠縮,否,是,36.63,36.63,36.63,36.63,0.0,0.0,0.0
006207,復華滬深,2026-04-17,32.36,-0.05,138576,4486125,綠縮,否,是,32.36,32.36,32.36,32.36,0.0,0.0,0.0
006208,富邦台50,2026-04-17,194.85,-1.95,3759779,733588075,,否,是,194.85,194.85,194.85,194.85,0.0,0.0,0.0
00631L,元大台灣50正2,2026-04-17,25.59,-0.39,218060323,5595773710,紅縮,否,是,25.59,25.59,25.59,25.59,0.0,0.0,0.0
00632R,元大台灣50反1,2026-04-17,12.71,0.08,58273982,739965762,紅縮,否,是,12.71,12.71,12.71,12.71,0.0,0.0,0.0
00633L,富邦上証正2,2026-04-17,50.5,-0.3,3478250,175847207,綠縮,否,是,50.5,50.5,50.5,50.5,0.0,0.0,0.0
00634R,富邦上証反1,2026-04-17,3.14,0.02,241241,752864,紅縮,否,是,3.14,3.14,3.14,3.14,0.0,0.0,0.0
00635U,期元大S&P黃金,2026-04-17,50.5,-0.3,3498170,176159304,綠縮,否,是,50.5,50.5,50.5,50.5,0.0,0.0,0.0
00636,國泰中國A50,2026-04-17,28.07,-0.08,413790,11610749,綠縮,否,是,28.07,28.07,28.07,28.07,0.0,0.0,0.0
00636K,國泰中國A50+U,2026-04-17,8.85,0.0,500,4426,,否,是,8.85,8.85,8.85,8.85,0.0,0.0,0.0
00637L,元大滬深300正2,2026-04-17,20.84,-0.11,8097548,168955873,綠縮,否,是,20.84,20.84,20.84,20.84,0.0,0.0,0.0
00638R,元大滬深300反1,2026-04-17,6.73,0.02,355001,2387546,紅縮,否,是,6.73,6.73,6.73,6.73,0.0,0.0,0.0
00639,富邦深100,2026-04-17,16.88,0.14,1148639,19377872,綠縮,否,是,16.88,16.88,16.88,16.88,0.0,0.0,0.0
00640L,富邦日本正2,2026-04-17,94.15,-1.6,275676,25887156,綠縮,否,是,94.15,94.15,94.15,94.15,0.0,0.0,0.0
00641R,富邦日本反1,2026-04-17,4.01,0.02,747260,2999486,紅縮,否,是,4.01,4.01,4.01,4.01,0.0,0.0,0.0
00642U,期元大S&P石油,2026-04-17,27.05,0.43,13804103,374673936,綠縮,否,是,27.05,27.05,27.05,27.05,0.0,0.0,0.0
00643,群益深証中小,2026-04-17,18.98,0.09,1299565,24688313,綠縮,否,是,18.98,18.98,18.98,18.98,0.0,0.0,0.0
00645,富邦日本,2026-04-17,53.3,-0.45,169208,9001301,綠縮,否,是,53.3,53.3,53.3,53.3,0.0,0.0,0.0
00646,元大S&P500,2026-04-17,69.85,0.15,1569579,109655065,綠縮,否,是,69.85,69.85,69.85,69.85,0.0,0.0,0.0
00647L,元大S&P500正2,2026-04-17,119.75,0.3,128068,15349929,綠縮,否,是,119.75,119.75,119.75,119.75,0.0,0.0,0.0
00648R,元大S&P500反1,2026-04-17,4.26,0.0,1431005,6080698,紅縮,否,是,4.26,4.26,4.26,4.26,0.0,0.0,0.0
00650L,復華香港正2,2026-04-17,17.68,-0.35,3227364,57471259,紅縮,否,是,17.68,17.68,17.68,17.68,0.0,0.0,0.0
00651R,復華香港反1,2026-04-17,5.18,0.04,61980,319554,紅縮,否,是,5.18,5.18,5.18,5.18,0.0,0.0,0.0
00652,富邦印度,2026-04-17,34.06,0.17,423427,14335051,綠縮,否,是,34.06,34.06,34.06,34.06,0.0,0.0,0.0
00653L,富邦印度正2,2026-04-17,47.74,-0.18,332820,15832669,綠縮,否,是,47.74,47.74,47.74,47.74,0.0,0.0,0.0
00654R,富邦印度反1,2026-04-17,6.71,0.02,57221,385017,紅縮,否,是,6.71,6.71,6.71,6.71,0.0,0.0,0.0
00655L,國泰中國A50正2,2026-04-17,35.2,-0.22,656546,23123534,綠縮,否,是,35.2,35.2,35.2,35.2,0.0,0.0,0.0
00656R,國泰中國A50反1,2026-04-17,5.94,0.04,1451,8610,紅縮,否,是,5.94,5.94,5.94,5.94,0.0,0.0,0.0
00657,國泰日經225,2026-04-17,69.15,-0.75,64429,4456735,綠縮,否,是,69.15,69.15,69.15,69.15,0.0,0.0,0.0
00657K,國泰日經225+U,2026-04-17,22.02,-0.21,200,4404,,否,是,22.02,22.02,22.02,22.02,0.0,0.0,0.0
00660,元大歐洲50,2026-04-17,43.1,-0.27,8287,357807,綠縮,否,是,43.1,43.1,43.1,43.1,0.0,0.0,0.0
00661,元大日經225,2026-04-17,76.0,-0.8,60650,4611680,綠縮,否,是,76.0,76.0,76.0,76.0,0.0,0.0,0.0
00662,富邦NASDAQ,2026-04-17,106.8,0.25,3585732,382960790,綠縮,否,是,106.8,106.8,106.8,106.8,0.0,0.0,0.0
00663L,國泰臺灣加權正2,2026-04-17,73.3,-1.15,7889912,581287925,綠縮,否,是,73.3,73.3,73.3,73.3,0.0,0.0,0.0
00664R,國泰臺灣加權反1,2026-04-17,2.06,0.02,15317491,31457729,紅縮,否,是,2.06,2.06,2.06,2.06,0.0,0.0,0.0
00665L,富邦恒生國企正2,2026-04-17,10.14,-0.17,11464588,116781548,紅縮,否,是,10.14,10.14,10.14,10.14,0.0,0.0,0.0
00666R,富邦恒生國企反1,2026-04-17,8.93,0.1,31369,278483,紅縮,否,是,8.93,8.93,8.93,8.93,0.0,0.0,0.0
00668,國泰美國道瓊,2026-04-17,56.0,0.1,21601,1210161,綠縮,否,是,56.0,56.0,56.0,56.0,0.0,0.0,0.0
00668K,國泰美國道瓊+U,2026-04-17,17.74,0.04,200,3548,,否,是,17.74,17.74,17.74,17.74,0.0,0.0,0.0
00669R,國泰美國道瓊反1,2026-04-17,5.66,0.01,311252,1759834,紅縮,否,是,5.66,5.66,5.66,5.66,0.0,0.0,0.0
00670L,富邦NASDAQ正2,2026-04-17,167.65,0.05,1554528,261059532,綠縮,否,是,167.65,167.65,167.65,167.65,0.0,0.0,0.0
00671R,富邦NASDAQ反1,2026-04-17,2.75,0.0,4349810,11928051,紅縮,否,是,2.75,2.75,2.75,2.75,0.0,0.0,0.0
00673R,期元大S&P原油反1,2026-04-17,13.91,-0.21,15970727,221136597,紅縮,否,是,13.91,13.91,13.91,13.91,0.0,0.0,0.0
00675L,富邦臺灣加權正2,2026-04-17,221.7,-4.3,2099098,468421473,綠縮,否,是,221.7,221.7,221.7,221.7,0.0,0.0,0.0
00676R,富邦臺灣加權反1,2026-04-17,7.02,0.05,3723196,26055623,紅縮,否,是,7.02,7.02,7.02,7.02,0.0,0.0,0.0
00678,群益那斯達克生技,2026-04-17,36.53,-0.21,224300,8195539,綠縮,否,是,36.53,36.53,36.53,36.53,0.0,0.0,0.0
00680L,元大美債20正2,2026-04-17,7.02,-0.09,16389084,115086509,紅縮,否,是,7.02,7.02,7.02,7.02,0.0,0.0,0.0
00681R,元大美債20反1,2026-04-17,20.97,0.13,107000,2243790,綠縮,否,是,20.97,20.97,20.97,20.97,0.0,0.0,0.0
00682U,期元大美元指數,2026-04-17,19.95,-0.1,1307,26130,綠縮,否,是,19.95,19.95,19.95,19.95,0.0,0.0,0.0
00683L,期元大美元指正2,2026-04-17,20.79,0.17,24962,518580,綠縮,否,是,20.79,20.79,20.79,20.79,0.0,0.0,0.0
00684R,期元大美元指反1,2026-04-17,15.46,0.0,1190,18401,紅縮,否,是,15.46,15.46,15.46,15.46,0.0,0.0,0.0
00685L,群益臺灣加權正2,2026-04-17,200.2,-3.25,840139,168848191,綠縮,否,是,200.2,200.2,200.2,200.2,0.0,0.0,0.0
00686R,群益臺灣加權反1,2026-04-17,1.25,0.0,3809856,4776416,紅縮,否,是,1.25,1.25,1.25,1.25,0.0,0.0,0.0
00688L,國泰20年美債正2,2026-04-17,7.0,-0.09,6836183,47874138,,否,是,7.0,7.0,7.0,7.0,0.0,0.0,0.0
00689R,國泰20年美債反1,2026-04-17,21.9,0.17,5055,110696,,否,是,21.9,21.9,21.9,21.9,0.0,0.0,0.0
00690,兆豐藍籌30,2026-04-17,60.15,-0.1,385085,23201897,綠縮,否,是,60.15,60.15,60.15,60.15,0.0,0.0,0.0
00692,富邦公司治理,2026-04-17,73.8,-0.6,966873,71359026,,否,是,73.8,73.8,73.8,73.8,0.0,0.0,0.0
00693U,期街口S&P黃豆,2026-04-17,21.89,-0.09,552138,12101814,,否,是,21.89,21.89,21.89,21.89,0.0,0.0,0.0
00700,富邦恒生國企,2026-04-17,17.79,-0.14,180569,3221536,,否,是,17.79,17.79,17.79,17.79,0.0,0.0,0.0
00701,國泰股利精選30,2026-04-17,30.02,0.17,1974969,59207756,,否,是,30.02,30.02,30.02,30.02,0.0,0.0,0.0
00702,國泰標普低波高息,2026-04-17,23.7,0.08,126994,3009470,,否,是,23.7,23.7,23.7,23.7,0.0,0.0,0.0
00703,台新MSCI中國,2026-04-17,20.8,-0.18,28913,601894,,否,是,20.8,20.8,20.8,20.8,0.0,0.0,0.0
00706L,期元大S&P日圓正2,2026-04-17,19.36,-0.14,1534362,29729063,,否,是,19.36,19.36,19.36,19.36,0.0,0.0,0.0
00708L,期元大S&P黃金正2,2026-04-17,102.75,-1.35,2497928,254828553,,否,是,102.75,102.75,102.75,102.75,0.0,0.0,0.0
00709,富邦歐洲,2026-04-17,38.43,-0.38,31725,1221987,,否,是,38.43,38.43,38.43,38.43,0.0,0.0,0.0
00710B,復華彭博非投等債,2026-04-17,18.92,0.02,459849,8694039,,否,是,18.92,18.92,18.92,18.92,0.0,0.0,0.0
00711B,復華彭博新興債,2026-04-17,16.09,-0.07,156485,2517952,,否,是,16.09,16.09,16.09,16.09,0.0,0.0,0.0
00712,復華富時不動產,2026-04-17,8.93,-0.11,22120146,197897478,,否,是,8.93,8.93,8.93,8.93,0.0,0.0,0.0
00713,元大台灣高息低波,2026-04-17,54.0,0.4,25768623,1387755622,,否,是,54.0,54.0,54.0,54.0,0.0,0.0,0.0
00714,群益道瓊美國地產,2026-04-17,21.38,0.12,179219,3831729,,否,是,21.38,21.38,21.38,21.38,0.0,0.0,0.0
00715L,期街口布蘭特正2,2026-04-17,49.38,1.61,22850080,1137986933,,否,是,49.38,49.38,49.38,49.38,0.0,0.0,0.0
00717,富邦美國特別股,2026-04-17,15.17,0.03,179533,2721107,,否,是,15.17,15.17,15.17,15.17,0.0,0.0,0.0
00728,第一金工業30,2026-04-17,51.8,1.15,75783,3920726,,否,是,51.8,51.8,51.8,51.8,0.0,0.0,0.0
00730,富邦臺灣優質高息,2026-04-17,24.78,0.66,914917,22497401,,否,是,24.78,24.78,24.78,24.78,0.0,0.0,0.0
00731,復華富時高息低波,2026-04-17,72.75,-0.1,673332,48901599,,否,是,72.75,72.75,72.75,72.75,0.0,0.0,0.0
00733,富邦臺灣中小,2026-04-17,62.4,1.05,2173744,135086674,,否,是,62.4,62.4,62.4,62.4,0.0,0.0,0.0
00735,國泰臺韓科技,2026-04-17,77.55,-0.25,1660570,128856515,,否,是,77.55,77.55,77.55,77.55,0.0,0.0,0.0
00736,國泰新興市場,2026-04-17,29.69,-0.12,110624,3285085,,否,是,29.69,29.69,29.69,29.69,0.0,0.0,0.0
00737,國泰AI機器人,2026-04-17,34.46,0.23,320723,11028876,,否,是,34.46,34.46,34.46,34.46,0.0,0.0,0.0
00738U,期元大道瓊白銀,2026-04-17,64.25,-1.3,7194372,459481722,,否,是,64.25,64.25,64.25,64.25,0.0,0.0,0.0
00739,元大MSCI A股,2026-04-17,27.85,-0.03,28656,798385,,否,是,27.85,27.85,27.85,27.85,0.0,0.0,0.0
00752,中信中國50,2026-04-17,24.7,-0.09,883236,21922471,,否,是,24.7,24.7,24.7,24.7,0.0,0.0,0.0
00753L,中信中國50正2,2026-04-17,11.02,-0.15,8277142,91708260,,否,是,11.02,11.02,11.02,11.02,0.0,0.0,0.0
00757,統一FANG+,2026-04-17,117.55,-1.25,2495171,293812170,,否,是,117.55,117.55,117.55,117.55,0.0,0.0,0.0
00762,元大全球AI,2026-04-17,92.8,1.05,290250,27003229,,否,是,92.8,92.8,92.8,92.8,0.0,0.0,0.0
00763U,期街口道瓊銅,2026-04-17,32.71,-0.39,901250,29450769,,否,是,32.71,32.71,32.71,32.71,0.0,0.0,0.0
00770,國泰北美科技,2026-04-17,56.45,0.4,715599,40423448,,否,是,56.45,56.45,56.45,56.45,0.0,0.0,0.0
00771,元大US高息特別股,2026-04-17,16.12,-0.01,24235,389399,,否,是,16.12,16.12,16.12,16.12,0.0,0.0,0.0
00775B,新光投等債15+,2026-04-17,32.35,-0.4,80809,2613952,,否,是,32.35,32.35,32.35,32.35,0.0,0.0,0.0
00783,富邦中証500,2026-04-17,28.84,0.06,109586,3159513,,否,是,28.84,28.84,28.84,28.84,0.0,0.0,0.0
00830,國泰費城半導體,2026-04-17,65.1,0.55,9375321,611629329,,否,是,65.1,65.1,65.1,65.1,0.0,0.0,0.0
00850,元大臺灣ESG永續,2026-04-17,70.25,-0.25,851569,60003321,,否,是,70.25,70.25,70.25,70.25,0.0,0.0,0.0
00851,台新全球AI,2026-04-17,59.75,-0.4,6527,390671,,否,是,59.75,59.75,59.75,59.75,0.0,0.0,0.0
00852L,國泰美國道瓊正2,2026-04-17,30.4,0.18,355333,10799953,,否,是,30.4,30.4,30.4,30.4,0.0,0.0,0.0
00861,元大全球未來通訊,2026-04-17,72.65,0.35,73220,5325341,,否,是,72.65,72.65,72.65,72.65,0.0,0.0,0.0
00865B,國泰US短期公債,2026-04-17,47.79,0.06,1946329,93030850,,否,是,47.79,47.79,47.79,47.79,0.0,0.0,0.0
00875,國泰網路資安,2026-04-17,39.54,0.74,108069,4275999,,否,是,39.54,39.54,39.54,39.54,0.0,0.0,0.0
00876,元大全球5G,2026-04-17,71.7,0.0,264982,19011073,,否,是,71.7,71.7,71.7,71.7,0.0,0.0,0.0
00878,國泰永續高股息,2026-04-17,24.06,0.26,154681685,3715460895,,否,是,24.06,24.06,24.06,24.06,0.0,0.0,0.0
00881,國泰台灣科技龍頭,2026-04-17,42.56,-0.04,8499048,362150138,,否,是,42.56,42.56,42.56,42.56,0.0,0.0,0.0
00882,中信中國高股息,2026-04-17,15.63,-0.15,8233813,129013039,,否,是,15.63,15.63,15.63,15.63,0.0,0.0,0.0
00885,富邦越南,2026-04-17,18.59,0.02,5612469,104605662,,否,是,18.59,18.59,18.59,18.59,0.0,0.0,0.0
00891,中信關鍵半導體,2026-04-17,28.21,0.14,16839235,476445810,,否,是,28.21,28.21,28.21,28.21,0.0,0.0,0.0
00892,富邦台灣半導體,2026-04-17,36.06,0.5,3434268,124116371,,否,是,36.06,36.06,36.06,36.06,0.0,0.0,0.0
00893,國泰智能電動車,2026-04-17,37.74,0.48,1104625,41731001,,否,是,37.74,37.74,37.74,37.74,0.0,0.0,0.0
00894,中信小資高價30,2026-04-17,40.72,0.34,2732821,111279175,,否,是,40.72,40.72,40.72,40.72,0.0,0.0,0.0
00895,富邦未來車,2026-04-17,43.52,-0.02,868482,37856325,,否,是,43.52,43.52,43.52,43.52,0.0,0.0,0.0
00896,中信綠能及電動車,2026-04-17,23.64,0.23,2167071,51302184,,否,是,23.64,23.64,23.64,23.64,0.0,0.0,0.0
00897,富邦基因免疫生技,2026-04-17,10.17,-0.08,630452,6427545,,否,是,10.17,10.17,10.17,10.17,0.0,0.0,0.0
00898,國泰基因免疫革命,2026-04-17,8.41,-0.04,558851,4700010,,否,是,8.41,8.41,8.41,8.41,0.0,0.0,0.0
00899,FT潔淨能源,2026-04-17,24.48,-0.26,264255,6472245,,否,是,24.48,24.48,24.48,24.48,0.0,0.0,0.0
00900,富邦特選高股息30,2026-04-17,15.07,0.05,23771771,357392548,,否,是,15.07,15.07,15.07,15.07,0.0,0.0,0.0
00901,永豐智能車供應鏈,2026-04-17,34.1,0.12,129591,4428665,,否,是,34.1,34.1,34.1,34.1,0.0,0.0,0.0
00902,中信電池及儲能,2026-04-17,15.93,0.41,5562544,88531185,,否,是,15.93,15.93,15.93,15.93,0.0,0.0,0.0
00903,富邦元宇宙,2026-04-17,17.6,0.13,376487,6630069,,否,是,17.6,17.6,17.6,17.6,0.0,0.0,0.0
00904,新光臺灣半導體30,2026-04-17,31.85,,7824723,249256058,,否,是,31.85,31.85,31.85,31.85,0.0,0.0,0.0
00905,FT臺灣Smart,2026-04-17,22.21,0.08,5176463,114856499,,否,是,22.21,22.21,22.21,22.21,0.0,0.0,0.0
00907,永豐優息存股,2026-04-17,14.85,-0.02,1005569,14932106,,否,是,14.85,14.85,14.85,14.85,0.0,0.0,0.0
00908,富邦入息REITs+,2026-04-17,14.18,0.02,57780,818839,,否,是,14.18,14.18,14.18,14.18,0.0,0.0,0.0
00909,國泰數位支付服務,2026-04-17,44.31,0.32,8714621,384959161,,否,是,44.31,44.31,44.31,44.31,0.0,0.0,0.0
00910,第一金太空衛星,2026-04-17,71.75,3.7,2502535,179314912,,否,是,71.75,71.75,71.75,71.75,0.0,0.0,0.0
00911,兆豐洲際半導體,2026-04-17,43.06,0.4,665916,28781013,,否,是,43.06,43.06,43.06,43.06,0.0,0.0,0.0
00912,中信臺灣智慧50,2026-04-17,27.6,-0.05,2227165,61441796,,否,是,27.6,27.6,27.6,27.6,0.0,0.0,0.0
00913,兆豐台灣晶圓製造,2026-04-17,35.96,0.64,555088,19952884,,否,是,35.96,35.96,35.96,35.96,0.0,0.0,0.0
00915,凱基優選高股息30,2026-04-17,24.6,0.2,12394806,304332169,,否,是,24.6,24.6,24.6,24.6,0.0,0.0,0.0
00916,國泰全球品牌50,2026-04-17,26.77,-0.01,147572,3951918,,否,是,26.77,26.77,26.77,26.77,0.0,0.0,0.0
00917,中信特選金融,2026-04-17,21.75,0.0,711642,15481042,,否,是,21.75,21.75,21.75,21.75,0.0,0.0,0.0
00918,大華優利高填息30,2026-04-17,23.41,0.15,38186050,893807304,,否,是,23.41,23.41,23.41,23.41,0.0,0.0,0.0
00919,群益台灣精選高息,2026-04-17,23.43,0.13,120162994,2811105220,,否,是,23.43,23.43,23.43,23.43,0.0,0.0,0.0
00920,富邦ESG綠色電力,2026-04-17,23.93,-0.03,192614,4613372,,否,是,23.93,23.93,23.93,23.93,0.0,0.0,0.0
00921,兆豐龍頭等權重,2026-04-17,20.22,0.07,498377,10079188,,否,是,20.22,20.22,20.22,20.22,0.0,0.0,0.0
00922,國泰台灣領袖50,2026-04-17,31.37,-0.15,29623639,931519892,,否,是,31.37,31.37,31.37,31.37,0.0,0.0,0.0
00923,群益台ESG低碳50,2026-04-17,32.51,-0.21,5989027,195031643,,否,是,32.51,32.51,32.51,32.51,0.0,0.0,0.0
00924,復華S&P500成長,2026-04-17,29.8,-0.01,2632876,78509737,,否,是,29.8,29.8,29.8,29.8,0.0,0.0,0.0
00926,凱基全球菁英55,2026-04-17,23.91,0.0,488084,11682002,,否,是,23.91,23.91,23.91,23.91,0.0,0.0,0.0
00927,群益半導體收益,2026-04-17,28.22,0.46,74518739,2093082284,,否,是,28.22,28.22,28.22,28.22,0.0,0.0,0.0
00929,復華台灣科技優息,2026-04-17,21.36,0.31,110864333,2362999658,,否,是,21.36,21.36,21.36,21.36,0.0,0.0,0.0
00930,永豐ESG低碳高息,2026-04-17,18.52,0.3,6155260,114230193,,否,是,18.52,18.52,18.52,18.52,0.0,0.0,0.0
00932,兆豐永續高息等權,2026-04-17,15.71,0.15,3777402,59444016,,否,是,15.71,15.71,15.71,15.71,0.0,0.0,0.0
00934,中信成長高股息,2026-04-17,22.93,0.16,5401831,124119959,,否,是,22.93,22.93,22.93,22.93,0.0,0.0,0.0
00935,野村臺灣新科技50,2026-04-17,44.71,0.2,7287587,326672187,,否,是,44.71,44.71,44.71,44.71,0.0,0.0,0.0
00936,台新永續高息中小,2026-04-17,18.38,,7795454,143725208,,否,是,18.38,18.38,18.38,18.38,0.0,0.0,0.0
00938,凱基優選30,2026-04-17,19.69,-0.16,782487,15397506,,否,是,19.69,19.69,19.69,19.69,0.0,0.0,0.0
00939,統一台灣高息動能,2026-04-17,16.5,0.05,12170989,200192233,,否,是,16.5,16.5,16.5,16.5,0.0,0.0,0.0
00940,元大台灣價值高息,2026-04-17,10.3,0.13,183829054,1888146891,,否,是,10.3,10.3,10.3,10.3,0.0,0.0,0.0
00941,中信上游半導體,2026-04-17,23.84,-0.12,1985680,47413132,,否,是,23.84,23.84,23.84,23.84,0.0,0.0,0.0
00943,兆豐電子高息等權,2026-04-17,17.19,0.22,360149,6190598,,否,是,17.19,17.19,17.19,17.19,0.0,0.0,0.0
00944,野村趨勢動能高息,2026-04-17,17.0,0.19,509591,8655355,,否,是,17.0,17.0,17.0,17.0,0.0,0.0,0.0
00945B,凱基美國非投等債,2026-04-17,14.55,-0.01,6477430,94260554,,否,是,14.55,14.55,14.55,14.55,0.0,0.0,0.0
00946,群益科技高息成長,2026-04-17,11.23,0.21,12823959,144233079,,否,是,11.23,11.23,11.23,11.23,0.0,0.0,0.0
00947,台新臺灣IC設計,2026-04-17,26.71,,3914953,104791728,,否,是,26.71,26.71,26.71,26.71,0.0,0.0,0.0
00949,復華日本龍頭,2026-04-17,19.75,-0.14,1092642,21552033,,否,是,19.75,19.75,19.75,19.75,0.0,0.0,0.0
00951,台新日本半導體,2026-04-17,15.15,-0.32,2560176,39004061,,否,是,15.15,15.15,15.15,15.15,0.0,0.0,0.0
00952,凱基台灣AI50,2026-04-17,15.29,0.29,4767423,72824942,,否,是,15.29,15.29,15.29,15.29,0.0,0.0,0.0
00953B,群益優選非投等債,2026-04-17,9.65,-0.01,17063451,164726224,,否,是,9.65,9.65,9.65,9.65,0.0,0.0,0.0
00954,中信日本半導體,2026-04-17,16.14,-0.36,2444073,39700236,,否,是,16.14,16.14,16.14,16.14,0.0,0.0,0.0
00956,中信日經高股息,2026-04-17,12.34,-0.13,528164,6513956,,否,是,12.34,12.34,12.34,12.34,0.0,0.0,0.0
00960,野村全球航運龍頭,2026-04-17,17.61,-0.07,353768,6231712,,否,是,17.61,17.61,17.61,17.61,0.0,0.0,0.0
00961,FT臺灣永續高息,2026-04-17,10.31,0.02,3482595,35962046,,否,是,10.31,10.31,10.31,10.31,0.0,0.0,0.0
00962,台新AI優息動能,2026-04-17,11.98,,490636,5879329,,否,是,11.98,11.98,11.98,11.98,0.0,0.0,0.0
00963,中信全球高股息,2026-04-17,12.95,0.07,1046844,13550815,,否,是,12.95,12.95,12.95,12.95,0.0,0.0,0.0
00964,中信亞太高股息,2026-04-17,13.91,-0.02,2670518,37160816,,否,是,13.91,13.91,13.91,13.91,0.0,0.0,0.0
00965,元大航太防衛科技,2026-04-17,25.51,-0.51,10594383,270581683,,否,是,25.51,25.51,25.51,25.51,0.0,0.0,0.0
00971,野村美國研發龍頭,2026-04-17,15.92,-0.06,551139,8777475,,否,是,15.92,15.92,15.92,15.92,0.0,0.0,0.0
00972,野村日本動能高息,2026-04-17,18.96,-0.18,47540,901448,,否,是,18.96,18.96,18.96,18.96,0.0,0.0,0.0
009800,中信NASDAQ,2026-04-17,11.51,0.02,2703657,31167215,,否,是,11.51,11.51,11.51,11.51,0.0,0.0,0.0
009801,中信美國創新科技,2026-04-17,11.25,0.0,1652475,18601315,,否,是,11.25,11.25,11.25,11.25,0.0,0.0,0.0
009802,富邦旗艦50,2026-04-17,14.29,0.05,4391004,62749063,,否,是,14.29,14.29,14.29,14.29,0.0,0.0,0.0
009803,玉山市值動能50,2026-04-17,17.62,-0.05,2420943,42761215,,否,是,17.62,17.62,17.62,17.62,0.0,0.0,0.0
009804,聯邦台精彩50,2026-04-17,18.92,0.04,10659759,201505668,,否,是,18.92,18.92,18.92,18.92,0.0,0.0,0.0
009805,新光美國電力基建,2026-04-17,15.8,-0.11,8610111,136126695,,否,是,15.8,15.8,15.8,15.8,0.0,0.0,0.0
009808,華南永昌優選50,2026-04-17,24.45,-0.12,419660,10278562,,否,是,24.45,24.45,24.45,24.45,0.0,0.0,0.0
009809,富邦淨零ESG50,2026-04-17,13.72,0.01,759697,10482720,,否,是,13.72,13.72,13.72,13.72,0.0,0.0,0.0
00980A,主動野村臺灣優選,2026-04-17,20.13,0.22,10206870,205164635,,否,是,20.13,20.13,20.13,20.13,0.0,0.0,0.0
009810,玉山全球藍籌100,2026-04-17,19.31,0.0,156034,3015252,,否,是,19.31,19.31,19.31,19.31,0.0,0.0,0.0
009811,統一美國50,2026-04-17,11.86,-0.02,5744837,68247078,,否,是,11.86,11.86,11.86,11.86,0.0,0.0,0.0
009812,野村日本東證,2026-04-17,11.76,-0.15,595303,6994388,,否,是,11.76,11.76,11.76,11.76,0.0,0.0,0.0
009813,貝萊德標普卓越50,2026-04-17,10.58,0.01,9339351,98938333,,否,是,10.58,10.58,10.58,10.58,0.0,0.0,0.0
009816,凱基台灣TOP50,2026-04-17,11.95,-0.05,185620481,2219749970,,否,是,11.95,11.95,11.95,11.95,0.0,0.0,0.0
009817,國泰日本不動產,2026-04-17,9.45,-0.05,2711565,25630108,,否,是,9.45,9.45,9.45,9.45,0.0,0.0,0.0
009818,華南永昌NASDAQxT,2026-04-17,16.6,0.05,1538948,25545210,,否,是,16.6,16.6,16.6,16.6,0.0,0.0,0.0
00981A,主動統一台股增長,2026-04-17,25.1,0.03,507438184,12817954172,,否,是,25.1,25.1,25.1,25.1,0.0,0.0,0.0
00981T,平衡凱基雙核收息,2026-04-17,11.45,-0.05,3732522,42782436,,否,是,11.45,11.45,11.45,11.45,0.0,0.0,0.0
00982A,主動群益台灣強棒,2026-04-17,19.67,0.58,35795401,700485090,,否,是,19.67,19.67,19.67,19.67,0.0,0.0,0.0
00982D,主動富邦動態入息,2026-04-17,10.04,-0.05,1587899,15938882,,否,是,10.04,10.04,10.04,10.04,0.0,0.0,0.0
00982T,平衡兆豐台美動能,2026-04-17,12.16,0.0,2884250,34988646,,否,是,12.16,12.16,12.16,12.16,0.0,0.0,0.0
