股票代號,股票名稱,日期,收盤價,漲跌幅(%),成交量（股）,成交金額（元）,MACD狀態,出量,站上60日均,5日均價,10日均價,20日均價,60日均價,5日均斜率(%),10日均斜率(%),20日均斜率(%)
2464,盟立,2026-04-17,79.0,5.6,12574067,978900456,綠縮,否,是,79.0,79.0,79.0,79.0,0.0,0.0,0.0
2465,麗臺,2026-04-17,60.4,1.6,957705,57456021,綠縮,否,是,60.4,60.4,60.4,60.4,0.0,0.0,0.0
2466,冠西電,2026-04-17,62.7,-2.3,1055901,67913203,綠縮,否,是,62.7,62.7,62.7,62.7,0.0,0.0,0.0
2467,志聖,2026-04-17,550.0,35.0,1069136,583348527,綠縮,否,是,550.0,550.0,550.0,550.0,0.0,0.0,0.0
2468,華經,2026-04-17,34.9,-0.15,243308,8525783,綠縮,否,是,34.9,34.9,34.9,34.9,0.0,0.0,0.0
2471,資通,2026-04-17,54.0,-0.8,339693,18381175,綠縮,否,是,54.0,54.0,54.0,54.0,0.0,0.0,0.0
2472,立隆電,2026-04-17,184.5,5.5,8298818,1551194029,綠縮,否,是,184.5,184.5,184.5,184.5,0.0,0.0,0.0
2474,可成,2026-04-17,217.0,19.5,9603529,2071820143,紅縮,否,是,217.0,217.0,217.0,217.0,0.0,0.0,0.0
2476,鉅祥,2026-04-17,115.0,7.5,10760275,1216656102,綠縮,否,是,115.0,115.0,115.0,115.0,0.0,0.0,0.0
2477,美隆電,2026-04-17,24.05,0.15,183312,4400153,綠縮,否,是,24.05,24.05,24.05,24.05,0.0,0.0,0.0
2478,大毅,2026-04-17,77.2,3.0,12321695,954069111,綠縮,否,是,77.2,77.2,77.2,77.2,0.0,0.0,0.0
2480,敦陽科,2026-04-17,140.5,0.5,220064,30989105,綠縮,否,是,140.5,140.5,140.5,140.5,0.0,0.0,0.0
2481,強茂,2026-04-17,118.0,10.5,48725665,5568374822,綠縮,否,是,118.0,118.0,118.0,118.0,0.0,0.0,0.0
2482,連宇,2026-04-17,17.7,0.4,567502,10055924,綠縮,否,是,17.7,17.7,17.7,17.7,0.0,0.0,0.0
2483,百容,2026-04-17,22.95,0.6,237088,5357951,綠縮,否,是,22.95,22.95,22.95,22.95,0.0,0.0,0.0
2484,希華,2026-04-17,42.4,2.1,45765342,1935577209,綠縮,否,是,42.4,42.4,42.4,42.4,0.0,0.0,0.0
2485,兆赫,2026-04-17,77.7,-1.4,37838995,2989546183,綠縮,否,是,77.7,77.7,77.7,77.7,0.0,0.0,0.0
2486,一詮,2026-04-17,185.0,-0.5,1640971,302235128,綠縮,否,是,185.0,185.0,185.0,185.0,0.0,0.0,0.0
2488,漢平,2026-04-17,50.8,-1.6,607918,31467874,綠縮,否,是,50.8,50.8,50.8,50.8,0.0,0.0,0.0
2489,瑞軒,2026-04-17,44.65,0.65,5151172,231688317,綠縮,否,是,44.65,44.65,44.65,44.65,0.0,0.0,0.0
2491,吉祥全,2026-04-17,17.0,1.35,575916,9481299,綠縮,否,是,17.0,17.0,17.0,17.0,0.0,0.0,0.0
2492,華新科,2026-04-17,147.0,-1.5,17416192,2607261294,綠縮,否,是,147.0,147.0,147.0,147.0,0.0,0.0,0.0
2493,揚博,2026-04-17,141.0,-6.0,5693547,818777521,綠縮,否,是,141.0,141.0,141.0,141.0,0.0,0.0,0.0
2495,普安,2026-04-17,42.85,-0.75,13572330,585569833,綠縮,否,是,42.85,42.85,42.85,42.85,0.0,0.0,0.0
2496,卓越,2026-04-17,65.9,-0.3,32515,2136876,紅縮,否,是,65.9,65.9,65.9,65.9,0.0,0.0,0.0
2497,怡利電,2026-04-17,56.1,0.5,912204,51574716,綠縮,否,是,56.1,56.1,56.1,56.1,0.0,0.0,0.0
2498,宏達電,2026-04-17,41.3,-0.1,4535004,187726801,紅縮,否,是,41.3,41.3,41.3,41.3,0.0,0.0,0.0
2501,國建,2026-04-17,24.45,-0.3,2267458,55241102,綠縮,否,是,24.45,24.45,24.45,24.45,0.0,0.0,0.0
2504,國產,2026-04-17,35.85,-0.05,1770362,63363991,綠縮,否,是,35.85,35.85,35.85,35.85,0.0,0.0,0.0
2505,國揚,2026-04-17,18.8,0.0,425823,7973109,綠縮,否,是,18.8,18.8,18.8,18.8,0.0,0.0,0.0
2506,太設,2026-04-17,8.98,0.0,123778,1102437,紅縮,否,是,8.98,8.98,8.98,8.98,0.0,0.0,0.0
2509,全坤建,2026-04-17,14.5,0.0,233123,3390520,紅縮,否,是,14.5,14.5,14.5,14.5,0.0,0.0,0.0
2511,太子,2026-04-17,8.13,-0.11,1246585,10171356,紅縮,否,是,8.13,8.13,8.13,8.13,0.0,0.0,0.0
2514,龍邦,2026-04-17,13.5,0.0,195339,2628065,紅縮,否,是,13.5,13.5,13.5,13.5,0.0,0.0,0.0
2515,中工,2026-04-17,13.85,0.2,19055151,267345753,綠縮,否,是,13.85,13.85,13.85,13.85,0.0,0.0,0.0
2516,新建,2026-04-17,13.6,-0.05,215145,2907268,綠縮,否,是,13.6,13.6,13.6,13.6,0.0,0.0,0.0
2520,冠德,2026-04-17,31.05,0.2,1639876,50786633,綠縮,否,是,31.05,31.05,31.05,31.05,0.0,0.0,0.0
2524,京城,2026-04-17,39.75,-0.1,100228,3954117,綠縮,否,是,39.75,39.75,39.75,39.75,0.0,0.0,0.0
2527,宏璟,2026-04-17,36.7,-3.0,2241513,84622385,綠縮,否,是,36.7,36.7,36.7,36.7,0.0,0.0,0.0
2528,皇普,2026-04-17,24.05,-0.4,733158,17618019,綠縮,否,是,24.05,24.05,24.05,24.05,0.0,0.0,0.0
2530,華建,2026-04-17,22.6,-0.05,853324,19307004,綠縮,否,是,22.6,22.6,22.6,22.6,0.0,0.0,0.0
2534,宏盛,2026-04-17,19.9,0.0,372603,7377745,綠縮,否,是,19.9,19.9,19.9,19.9,0.0,0.0,0.0
2535,達欣工,2026-04-17,70.2,-0.2,233152,16379379,綠縮,否,是,70.2,70.2,70.2,70.2,0.0,0.0,0.0
2536,宏普,2026-04-17,22.35,-0.05,171241,3820434,紅縮,否,是,22.35,22.35,22.35,22.35,0.0,0.0,0.0
2537,聯上發,2026-04-17,10.35,-0.05,488251,5052861,綠縮,否,是,10.35,10.35,10.35,10.35,0.0,0.0,0.0
2538,基泰,2026-04-17,10.1,0.05,322145,3247740,紅縮,否,是,10.1,10.1,10.1,10.1,0.0,0.0,0.0
2539,櫻花建,2026-04-17,46.7,-0.25,991401,46216811,綠縮,否,是,46.7,46.7,46.7,46.7,0.0,0.0,0.0
2540,愛山林,2026-04-17,54.0,0.1,1659514,89090358,綠縮,否,是,54.0,54.0,54.0,54.0,0.0,0.0,0.0
2542,興富發,2026-04-17,34.95,-0.35,6150667,215500791,紅縮,否,是,34.95,34.95,34.95,34.95,0.0,0.0,0.0
2543,皇昌,2026-04-17,57.6,-0.1,1048748,60571219,綠縮,否,是,57.6,57.6,57.6,57.6,0.0,0.0,0.0
2545,皇翔,2026-04-17,36.5,-0.2,264170,9654041,紅縮,否,是,36.5,36.5,36.5,36.5,0.0,0.0,0.0
2546,根基,2026-04-17,86.3,0.1,132258,11379721,綠縮,否,是,86.3,86.3,86.3,86.3,0.0,0.0,0.0
2547,日勝生,2026-04-17,10.85,0.0,1734578,18751867,紅縮,否,是,10.85,10.85,10.85,10.85,0.0,0.0,0.0
2548,華固,2026-04-17,130.0,1.5,736676,95320663,綠縮,否,是,130.0,130.0,130.0,130.0,0.0,0.0,0.0
2597,潤弘,2026-04-17,165.5,15.0,1708720,274101457,綠縮,否,是,165.5,165.5,165.5,165.5,0.0,0.0,0.0
2601,益航,2026-04-17,5.64,-0.08,1192283,6724868,紅縮,否,是,5.64,5.64,5.64,5.64,0.0,0.0,0.0
2603,長榮,2026-04-17,198.0,-3.5,15107817,3011215244,綠縮,否,是,198.0,198.0,198.0,198.0,0.0,0.0,0.0
2605,新興,2026-04-17,35.65,-0.05,9549307,342548091,綠縮,否,是,35.65,35.65,35.65,35.65,0.0,0.0,0.0
2606,裕民,2026-04-17,65.0,1.0,7333420,476390683,綠縮,否,是,65.0,65.0,65.0,65.0,0.0,0.0,0.0
2607,榮運,2026-04-17,50.3,-0.1,518659,26083367,綠縮,否,是,50.3,50.3,50.3,50.3,0.0,0.0,0.0
2608,嘉里大榮,2026-04-17,30.85,-0.25,311169,9643518,紅縮,否,是,30.85,30.85,30.85,30.85,0.0,0.0,0.0
2609,陽明,2026-04-17,50.7,-0.3,12826380,649302706,綠縮,否,是,50.7,50.7,50.7,50.7,0.0,0.0,0.0
2610,華航,2026-04-17,18.3,-0.05,24866245,455300862,綠縮,否,是,18.3,18.3,18.3,18.3,0.0,0.0,0.0
2611,志信,2026-04-17,14.7,-0.3,425957,6276956,綠縮,否,是,14.7,14.7,14.7,14.7,0.0,0.0,0.0
2612,中航,2026-04-17,60.0,0.8,904287,54260079,綠縮,否,是,60.0,60.0,60.0,60.0,0.0,0.0,0.0
2613,中櫃,2026-04-17,23.0,-0.1,411595,9431277,綠縮,否,是,23.0,23.0,23.0,23.0,0.0,0.0,0.0
2614,東森,2026-04-17,20.4,-0.1,635888,13012000,綠縮,否,是,20.4,20.4,20.4,20.4,0.0,0.0,0.0
2615,萬海,2026-04-17,75.3,-1.6,9844323,746972064,綠縮,否,是,75.3,75.3,75.3,75.3,0.0,0.0,0.0
2616,山隆,2026-04-17,15.45,0.0,601917,9319861,紅縮,否,是,15.45,15.45,15.45,15.45,0.0,0.0,0.0
2617,台航,2026-04-17,31.05,-0.2,493730,15363538,綠縮,否,是,31.05,31.05,31.05,31.05,0.0,0.0,0.0
2618,長榮航,2026-04-17,35.3,0.05,19391314,683748417,綠縮,否,是,35.3,35.3,35.3,35.3,0.0,0.0,0.0
2630,亞航,2026-04-17,49.3,0.6,1452395,72039615,,否,是,49.3,49.3,49.3,49.3,0.0,0.0,0.0
2633,台灣高鐵,2026-04-17,27.0,0.05,4406262,118287585,綠縮,否,是,27.0,27.0,27.0,27.0,0.0,0.0,0.0
2634,漢翔,2026-04-17,50.4,0.7,7466561,377940231,綠縮,否,是,50.4,50.4,50.4,50.4,0.0,0.0,0.0
2636,台驊控股,2026-04-17,67.7,-0.5,281430,19147951,綠縮,否,是,67.7,67.7,67.7,67.7,0.0,0.0,0.0
2637,慧洋-KY,2026-04-17,75.7,1.2,6269978,474232703,綠縮,否,是,75.7,75.7,75.7,75.7,0.0,0.0,0.0
2642,宅配通,2026-04-17,23.0,0.0,90995,2085796,紅縮,否,是,23.0,23.0,23.0,23.0,0.0,0.0,0.0
2645,長榮航太,2026-04-17,160.5,3.5,1795644,286713755,,否,是,160.5,160.5,160.5,160.5,0.0,0.0,0.0
2646,星宇航空,2026-04-17,20.95,-0.3,4948894,103788524,,否,是,20.95,20.95,20.95,20.95,0.0,0.0,0.0
2701,萬企,2026-04-17,10.95,0.05,92876,1012672,紅縮,否,是,10.95,10.95,10.95,10.95,0.0,0.0,0.0
2702,華園,2026-04-17,17.8,1.25,969200,16593718,綠縮,否,是,17.8,17.8,17.8,17.8,0.0,0.0,0.0
2704,國賓,2026-04-17,43.35,0.05,85943,3718660,綠縮,否,是,43.35,43.35,43.35,43.35,0.0,0.0,0.0
2705,六福,2026-04-17,17.6,0.55,727609,12689714,綠縮,否,是,17.6,17.6,17.6,17.6,0.0,0.0,0.0
2706,第一店,2026-04-17,12.7,-0.05,87949,1117884,紅縮,否,是,12.7,12.7,12.7,12.7,0.0,0.0,0.0
2707,晶華,2026-04-17,180.5,0.5,229146,41319672,綠縮,否,是,180.5,180.5,180.5,180.5,0.0,0.0,0.0
2712,遠雄來,2026-04-17,17.4,0.55,35682,611894,紅縮,否,是,17.4,17.4,17.4,17.4,0.0,0.0,0.0
2722,夏都,2026-04-17,24.6,-0.3,72010,1793510,紅縮,否,是,24.6,24.6,24.6,24.6,0.0,0.0,0.0
2723,美食-KY,2026-04-17,66.6,-0.7,352917,23673031,紅縮,否,是,66.6,66.6,66.6,66.6,0.0,0.0,0.0
2727,王品,2026-04-17,226.0,0.5,122869,27781299,綠縮,否,是,226.0,226.0,226.0,226.0,0.0,0.0,0.0
2731,雄獅,2026-04-17,159.5,-0.5,765354,122533683,綠縮,否,是,159.5,159.5,159.5,159.5,0.0,0.0,0.0
2739,寒舍,2026-04-17,36.75,-0.05,236802,8654169,綠縮,否,是,36.75,36.75,36.75,36.75,0.0,0.0,0.0
2748,雲品,2026-04-17,41.5,-0.15,130595,5430481,紅縮,否,是,41.5,41.5,41.5,41.5,0.0,0.0,0.0
2753,八方雲集,2026-04-17,181.5,-1.5,154545,28162773,,否,是,181.5,181.5,181.5,181.5,0.0,0.0,0.0
2762,世界健身-KY,2026-04-17,73.8,0.3,74623,5511934,,否,是,73.8,73.8,73.8,73.8,0.0,0.0,0.0
2801,彰銀,2026-04-17,21.6,0.25,19141757,409931107,綠縮,否,是,21.6,21.6,21.6,21.6,0.0,0.0,0.0
2812,台中銀,2026-04-17,20.55,-0.1,16483445,338564223,綠縮,否,是,20.55,20.55,20.55,20.55,0.0,0.0,0.0
2816,旺旺保,2026-04-17,30.85,-0.25,233613,7177225,綠縮,否,是,30.85,30.85,30.85,30.85,0.0,0.0,0.0
2820,華票,2026-04-17,17.2,-0.1,1213762,20900843,綠縮,否,是,17.2,17.2,17.2,17.2,0.0,0.0,0.0
2832,台產,2026-04-17,49.0,0.0,146619,7162380,綠縮,否,是,49.0,49.0,49.0,49.0,0.0,0.0,0.0
2834,臺企銀,2026-04-17,16.3,0.1,36452394,592145713,綠縮,否,是,16.3,16.3,16.3,16.3,0.0,0.0,0.0
2836,高雄銀,2026-04-17,12.2,-0.05,2628276,32108342,綠縮,否,是,12.2,12.2,12.2,12.2,0.0,0.0,0.0
2836A,高雄銀甲特,2026-04-17,24.7,0.05,98500,2431169,,否,是,24.7,24.7,24.7,24.7,0.0,0.0,0.0
2838,聯邦銀,2026-04-17,20.9,-0.35,1533294,32295543,綠縮,否,是,20.9,20.9,20.9,20.9,0.0,0.0,0.0
2838A,聯邦銀甲特,2026-04-17,54.6,0.0,20000,1092500,,否,是,54.6,54.6,54.6,54.6,0.0,0.0,0.0
2845,遠東銀,2026-04-17,12.65,-0.05,5326024,67258555,綠縮,否,是,12.65,12.65,12.65,12.65,0.0,0.0,0.0
2849,安泰銀,2026-04-17,14.1,0.15,165321,2320503,綠縮,否,是,14.1,14.1,14.1,14.1,0.0,0.0,0.0
2850,新產,2026-04-17,125.5,1.0,247611,30827462,綠縮,否,是,125.5,125.5,125.5,125.5,0.0,0.0,0.0
2851,中再保,2026-04-17,29.55,-0.1,3950694,115622811,綠縮,否,是,29.55,29.55,29.55,29.55,0.0,0.0,0.0
2852,第一保,2026-04-17,26.15,-0.25,338104,8845530,綠縮,否,是,26.15,26.15,26.15,26.15,0.0,0.0,0.0
2855,統一證,2026-04-17,32.45,-1.05,4708301,153898118,綠縮,否,是,32.45,32.45,32.45,32.45,0.0,0.0,0.0
2867,三商壽,2026-04-17,7.87,-0.04,4921805,38735899,紅縮,否,是,7.87,7.87,7.87,7.87,0.0,0.0,0.0
2880,華南金,2026-04-17,36.15,0.2,18651796,671141417,綠縮,否,是,36.15,36.15,36.15,36.15,0.0,0.0,0.0
2881,富邦金,2026-04-17,88.0,0.1,24660205,2150856897,綠縮,否,是,88.0,88.0,88.0,88.0,0.0,0.0,0.0
2881A,富邦特,2026-04-17,64.3,0.1,137255,8817807,綠縮,否,是,64.3,64.3,64.3,64.3,0.0,0.0,0.0
2881B,富邦金乙特,2026-04-17,62.8,0.1,161106,10102419,,否,是,62.8,62.8,62.8,62.8,0.0,0.0,0.0
2881C,富邦金丙特,2026-04-17,51.7,0.1,209426,10799160,,否,是,51.7,51.7,51.7,51.7,0.0,0.0,0.0
2882,國泰金,2026-04-17,75.0,0.8,28380427,2094233813,綠縮,否,是,75.0,75.0,75.0,75.0,0.0,0.0,0.0
2882A,國泰特,2026-04-17,62.5,0.1,90519,5644179,綠縮,否,是,62.5,62.5,62.5,62.5,0.0,0.0,0.0
2882B,國泰金乙特,2026-04-17,60.8,0.0,267602,16262676,,否,是,60.8,60.8,60.8,60.8,0.0,0.0,0.0
2883,凱基金,2026-04-17,20.95,-0.2,32112057,670748742,綠縮,否,是,20.95,20.95,20.95,20.95,0.0,0.0,0.0
2883B,凱基金乙特,2026-04-17,8.29,0.0,367181,3039039,,否,是,8.29,8.29,8.29,8.29,0.0,0.0,0.0
2884,玉山金,2026-04-17,32.75,-0.25,24132216,789219132,綠縮,否,是,32.75,32.75,32.75,32.75,0.0,0.0,0.0
2885,元大金,2026-04-17,50.2,-0.5,25292363,1265411324,綠縮,否,是,50.2,50.2,50.2,50.2,0.0,0.0,0.0
2886,兆豐金,2026-04-17,39.5,-0.45,19946459,786125908,綠縮,否,是,39.5,39.5,39.5,39.5,0.0,0.0,0.0
2887,台新新光金,2026-04-17,24.3,-0.65,81359262,1984384684,綠縮,否,是,24.3,24.3,24.3,24.3,0.0,0.0,0.0
2887E,台新新光戊特一,2026-04-17,51.4,0.0,83087,4263084,紅縮,否,是,51.4,51.4,51.4,51.4,0.0,0.0,0.0
2887F,台新新光戊特二,2026-04-17,47.65,-0.05,82935,3925950,,否,是,47.65,47.65,47.65,47.65,0.0,0.0,0.0
2887G,台新新光庚特一,2026-04-17,42.5,0.0,79105,3358498,,否,是,42.5,42.5,42.5,42.5,0.0,0.0,0.0
2887H,台新新光庚特二,2026-04-17,41.1,-0.25,43058,1771215,,否,是,41.1,41.1,41.1,41.1,0.0,0.0,0.0
2887I,台新新光辛特,2026-04-17,9.38,0.0,2836318,26597742,,否,是,9.38,9.38,9.38,9.38,0.0,0.0,0.0
2887Z1,台新新光己特,2026-04-17,17.8,0.05,65829,1171533,,否,是,17.8,17.8,17.8,17.8,0.0,0.0,0.0
2889,國票金,2026-04-17,15.2,-0.25,3389114,51774044,綠縮,否,是,15.2,15.2,15.2,15.2,0.0,0.0,0.0
2890,永豐金,2026-04-17,32.7,-0.6,21130391,690356687,綠縮,否,是,32.7,32.7,32.7,32.7,0.0,0.0,0.0
2891,中信金,2026-04-17,53.1,-0.3,44474698,2345531927,綠縮,否,是,53.1,53.1,53.1,53.1,0.0,0.0,0.0
2891B,中信金乙特,2026-04-17,64.3,0.1,41540,2666845,,否,是,64.3,64.3,64.3,64.3,0.0,0.0,0.0
2891C,中信金丙特,2026-04-17,62.1,0.1,48392,3000037,,否,是,62.1,62.1,62.1,62.1,0.0,0.0,0.0
2892,第一金,2026-04-17,28.8,0.0,13533681,388905736,綠縮,否,是,28.8,28.8,28.8,28.8,0.0,0.0,0.0
2897,王道銀行,2026-04-17,10.2,-0.1,3082905,31476485,,否,是,10.2,10.2,10.2,10.2,0.0,0.0,0.0
2897B,王道銀乙特,2026-04-17,11.9,0.0,9784,116391,,否,是,11.9,11.9,11.9,11.9,0.0,0.0,0.0
2901,欣欣,2026-04-17,23.55,0.1,36565,861375,紅縮,否,是,23.55,23.55,23.55,23.55,0.0,0.0,0.0
2903,遠百,2026-04-17,23.05,0.0,1864118,42895649,綠縮,否,是,23.05,23.05,23.05,23.05,0.0,0.0,0.0
2904,匯僑,2026-04-17,16.7,0.0,69406,1149805,紅縮,否,是,16.7,16.7,16.7,16.7,0.0,0.0,0.0
2905,三商,2026-04-17,14.5,-0.1,1109775,16018777,紅縮,否,是,14.5,14.5,14.5,14.5,0.0,0.0,0.0
2906,高林,2026-04-17,13.0,0.0,97422,1263554,綠縮,否,是,13.0,13.0,13.0,13.0,0.0,0.0,0.0
2908,特力,2026-04-17,20.3,0.0,256670,5192309,綠縮,否,是,20.3,20.3,20.3,20.3,0.0,0.0,0.0
2910,統領,2026-04-17,22.75,-0.1,26265,596148,紅縮,否,是,22.75,22.75,22.75,22.75,0.0,0.0,0.0
2911,麗嬰房,2026-04-17,4.91,-0.02,74365,365031,紅縮,否,是,4.91,4.91,4.91,4.91,0.0,0.0,0.0
2912,統一超,2026-04-17,237.5,3.5,3731082,881179882,紅縮,否,是,237.5,237.5,237.5,237.5,0.0,0.0,0.0
2913,農林,2026-04-17,12.15,-0.2,1723685,20954430,紅縮,否,是,12.15,12.15,12.15,12.15,0.0,0.0,0.0
2915,潤泰全,2026-04-17,45.2,-0.4,3251149,146863078,紅縮,否,是,45.2,45.2,45.2,45.2,0.0,0.0,0.0
2923,鼎固-KY,2026-04-17,28.0,0.95,258876,7046862,綠縮,否,是,28.0,28.0,28.0,28.0,0.0,0.0,0.0
2929,淘帝-KY,2026-04-17,6.25,-0.01,280370,1724134,紅縮,否,是,6.25,6.25,6.25,6.25,0.0,0.0,0.0
2939,永邑-KY,2026-04-17,25.25,0.5,14129,351678,,否,是,25.25,25.25,25.25,25.25,0.0,0.0,0.0
2945,三商家購,2026-04-17,42.3,0.1,10257,433116,,否,是,42.3,42.3,42.3,42.3,0.0,0.0,0.0
3002,歐格,2026-04-17,19.05,-0.45,209167,4022038,綠縮,否,是,19.05,19.05,19.05,19.05,0.0,0.0,0.0
3003,健和興,2026-04-17,54.8,0.3,980045,53401924,綠縮,否,是,54.8,54.8,54.8,54.8,0.0,0.0,0.0
3004,豐達科,2026-04-17,113.0,-2.5,549776,62705392,綠縮,否,是,113.0,113.0,113.0,113.0,0.0,0.0,0.0
3005,神基,2026-04-17,98.9,0.5,6156307,613282464,綠縮,否,是,98.9,98.9,98.9,98.9,0.0,0.0,0.0
3006,晶豪科,2026-04-17,153.0,-4.0,10526431,1631533227,綠縮,否,是,153.0,153.0,153.0,153.0,0.0,0.0,0.0
3008,大立光,2026-04-17,2605.0,-215.0,4296691,11177532665,紅縮,否,是,2605.0,2605.0,2605.0,2605.0,0.0,0.0,0.0
3010,華立,2026-04-17,132.5,2.0,950400,125379249,綠縮,否,是,132.5,132.5,132.5,132.5,0.0,0.0,0.0
3011,今皓,2026-04-17,13.25,0.25,1913763,25014026,綠縮,否,是,13.25,13.25,13.25,13.25,0.0,0.0,0.0
3013,晟銘電,2026-04-17,111.0,6.0,9507345,1056919741,綠縮,否,是,111.0,111.0,111.0,111.0,0.0,0.0,0.0
3014,聯陽,2026-04-17,124.0,1.5,1033935,128005736,綠縮,否,是,124.0,124.0,124.0,124.0,0.0,0.0,0.0
3015,全漢,2026-04-17,50.7,-0.6,350513,17840339,綠縮,否,是,50.7,50.7,50.7,50.7,0.0,0.0,0.0
3016,嘉晶,2026-04-17,63.1,0.5,3123719,200478951,綠縮,否,是,63.1,63.1,63.1,63.1,0.0,0.0,0.0
3017,奇鋐,2026-04-17,2400.0,-40.0,3933545,9529538139,綠縮,否,是,2400.0,2400.0,2400.0,2400.0,0.0,0.0,0.0
3018,隆銘綠能,2026-04-17,10.9,-0.1,180590,1947860,紅縮,否,是,10.9,10.9,10.9,10.9,0.0,0.0,0.0
3019,亞光,2026-04-17,129.0,0.0,2013332,259743065,綠縮,否,是,129.0,129.0,129.0,129.0,0.0,0.0,0.0
3021,鴻名,2026-04-17,16.4,0.05,56832,930677,綠縮,否,是,16.4,16.4,16.4,16.4,0.0,0.0,0.0
3022,威強電,2026-04-17,69.0,0.6,706030,48608230,綠縮,否,是,69.0,69.0,69.0,69.0,0.0,0.0,0.0
3023,信邦,2026-04-17,282.0,2.5,1437488,403286671,綠縮,否,是,282.0,282.0,282.0,282.0,0.0,0.0,0.0
3024,憶聲,2026-04-17,10.95,0.55,3714953,39775440,綠縮,否,是,10.95,10.95,10.95,10.95,0.0,0.0,0.0
3025,星通,2026-04-17,64.5,1.3,963524,62494106,綠縮,否,是,64.5,64.5,64.5,64.5,0.0,0.0,0.0
3026,禾伸堂,2026-04-17,233.5,-7.0,3079140,721106387,綠縮,否,是,233.5,233.5,233.5,233.5,0.0,0.0,0.0
3027,盛達,2026-04-17,19.4,0.0,381155,7423060,綠縮,否,是,19.4,19.4,19.4,19.4,0.0,0.0,0.0
3028,增你強,2026-04-17,62.8,-0.4,2354832,148448754,綠縮,否,是,62.8,62.8,62.8,62.8,0.0,0.0,0.0
3029,零壹,2026-04-17,97.3,-0.2,986587,96168086,綠縮,否,是,97.3,97.3,97.3,97.3,0.0,0.0,0.0
3030,德律,2026-04-17,338.5,30.5,7021696,2288325350,綠縮,否,是,338.5,338.5,338.5,338.5,0.0,0.0,0.0
3031,佰鴻,2026-04-17,33.2,0.2,9669334,317077392,綠縮,否,是,33.2,33.2,33.2,33.2,0.0,0.0,0.0
3032,偉訓,2026-04-17,61.8,-0.9,354260,22089787,綠縮,否,是,61.8,61.8,61.8,61.8,0.0,0.0,0.0
3033,威健,2026-04-17,34.65,0.45,5413918,189192795,綠縮,否,是,34.65,34.65,34.65,34.65,0.0,0.0,0.0
3034,聯詠,2026-04-17,415.0,3.0,3081185,1271730461,綠縮,否,是,415.0,415.0,415.0,415.0,0.0,0.0,0.0
3035,智原,2026-04-17,159.0,2.5,5268698,843273803,綠縮,否,是,159.0,159.0,159.0,159.0,0.0,0.0,0.0
3036,文曄,2026-04-17,230.0,-5.0,6989464,1603164746,綠縮,否,是,230.0,230.0,230.0,230.0,0.0,0.0,0.0
3037,欣興,2026-04-17,643.0,-2.0,4620642,2959844554,綠縮,否,是,643.0,643.0,643.0,643.0,0.0,0.0,0.0
3038,全台,2026-04-17,23.4,0.1,749467,17603459,綠縮,否,是,23.4,23.4,23.4,23.4,0.0,0.0,0.0
3040,遠見,2026-04-17,44.7,-1.5,246630,11213194,綠縮,否,是,44.7,44.7,44.7,44.7,0.0,0.0,0.0
3041,揚智,2026-04-17,22.6,0.2,738399,16716657,綠縮,否,是,22.6,22.6,22.6,22.6,0.0,0.0,0.0
3042,晶技,2026-04-17,151.5,11.5,10196671,1496173691,綠縮,否,是,151.5,151.5,151.5,151.5,0.0,0.0,0.0
3043,科風,2026-04-17,20.15,-0.05,100014,2006456,綠縮,否,是,20.15,20.15,20.15,20.15,0.0,0.0,0.0
3044,健鼎,2026-04-17,411.5,1.0,3440754,1411781949,綠縮,否,是,411.5,411.5,411.5,411.5,0.0,0.0,0.0
3045,台灣大,2026-04-17,112.5,2.5,19150988,2130428837,紅縮,否,是,112.5,112.5,112.5,112.5,0.0,0.0,0.0
3046,建碁,2026-04-17,49.0,0.0,133730,6547563,綠縮,否,是,49.0,49.0,49.0,49.0,0.0,0.0,0.0
3047,訊舟,2026-04-17,15.7,-0.15,796583,12550819,綠縮,否,是,15.7,15.7,15.7,15.7,0.0,0.0,0.0
3048,益登,2026-04-17,39.35,0.05,1872934,74046039,綠縮,否,是,39.35,39.35,39.35,39.35,0.0,0.0,0.0
3049,精金,2026-04-17,13.8,0.9,32500115,435498167,綠縮,否,是,13.8,13.8,13.8,13.8,0.0,0.0,0.0
3050,鈺德,2026-04-17,13.15,-0.2,907128,12085425,綠縮,否,是,13.15,13.15,13.15,13.15,0.0,0.0,0.0
3051,力特,2026-04-17,20.55,-0.2,855928,17664229,綠縮,否,是,20.55,20.55,20.55,20.55,0.0,0.0,0.0
3052,夆典,2026-04-17,11.05,-0.05,615897,6808781,綠縮,否,是,11.05,11.05,11.05,11.05,0.0,0.0,0.0
3054,立萬利,2026-04-17,75.7,2.5,993547,73814747,綠縮,否,是,75.7,75.7,75.7,75.7,0.0,0.0,0.0
3055,蔚華科,2026-04-17,68.2,6.2,1071680,72066365,綠縮,否,是,68.2,68.2,68.2,68.2,0.0,0.0,0.0
3056,富華新,2026-04-17,14.65,-0.2,1763279,25762968,紅縮,否,是,14.65,14.65,14.65,14.65,0.0,0.0,0.0
3057,喬鼎,2026-04-17,18.6,0.5,429149,7966164,綠縮,否,是,18.6,18.6,18.6,18.6,0.0,0.0,0.0
3058,立德,2026-04-17,9.22,-0.08,873546,8079745,紅縮,否,是,9.22,9.22,9.22,9.22,0.0,0.0,0.0
